idx,season,episode,character,line
10839,s2,15,Tom Haverford,I'm moving a lot of heavy stuff out of my place this weekend.
10840,s2,15,Andy Dwyer,Can I help you move?
10841,s2,15,Andy Dwyer,I'm really good at it.
10842,s2,15,Andy Dwyer,"Afterwards, I'll take the cardboard from the boxes and use it for break dancing."
10843,s2,15,April Ludgate,"I'll go, too."
10844,s2,15,Tom Haverford,Really?
10845,s2,15,Tom Haverford,'Cause an hour ago you told me you'd rather watch a sex tape of your grandparents.
10846,s2,15,April Ludgate,Shut up.
10847,s2,15,April Ludgate,I don't have anything else to do.
10848,s2,15,April Ludgate,Do you want help or not?
10849,s2,15,Tom Haverford,All right.
10850,s2,15,Tom Haverford,See you guys later.
10851,s2,15,Andy Dwyer,"I think that that's really, really sweet, that your grandparents still make love."
10852,s2,15,Ron Swanson,Ready to go?
10853,s2,15,Leslie Knope,Yes.
10854,s2,15,Leslie Knope,"Your keys, please."
10855,s2,15,Ron Swanson,You gotta be kidding me.
10856,s2,15,Ron Swanson,I'm fine.
10857,s2,15,Leslie Knope,"Well, we'll let the chart be the judge of that."
10858,s2,15,Leslie Knope,"What are you, 5'11"", 210 pounds, three whiskeys?"
10859,s2,15,Leslie Knope,Looks like you are just over the line into impaired.
10860,s2,15,Ron Swanson,You carry that with you all the time?
10861,s2,15,Leslie Knope,It comes in handy.
10862,s2,15,Leslie Knope,"And on the back, it teaches you how to play blackjack."
10863,s2,15,Ron Swanson,Swansons have a preternaturally high tolerance for alcohol.
10864,s2,15,Ron Swanson,My old man used to put Wild Turkey on his Corn Flakes.
10865,s2,15,Leslie Knope,"I'm not gonna argue with you, Ron."
10866,s2,15,Leslie Knope,"We're just gonna sit and wait until, you know, you're safe to drive, which would be in about one hour."
10867,s2,15,Leslie Knope,"""Insurance is a side bet when you wager half of your original bet because you believe the dealer has a 10 in the hole."""
10868,s2,15,Ron Swanson,"Get off my car, woman!"
10869,s2,15,Leslie Knope,Twenty minutes.
10870,s2,15,Leslie Knope,The dealer really has an advantage.
10871,s2,15,Leslie Knope,That's what I get the most from this.
10872,s2,15,Leslie Knope,"Hey, Ron."
10873,s2,15,Ron Swanson,"Morning, Leslie."
10874,s2,15,Ron Swanson,Did you have a good night?
10875,s2,15,Leslie Knope,I did.
10876,s2,15,Leslie Knope,I watched a really good--
10877,s2,15,Leslie Knope,What is that?
10878,s2,15,Ron Swanson,This is what I did last night.
10879,s2,15,Ron Swanson,"After I got home, I drank six more glasses of whiskey and then I finished crafting this small harp, using a band saw, a spokeshave and an oscillating spindle sander."
10880,s2,15,Leslie Knope,Beautiful.
10881,s2,15,Ron Swanson,"But wait, there's more."
10882,s2,15,Ron Swanson,Here are some photographs of me drinking the whiskey.
10883,s2,15,Ron Swanson,"You'll notice I'm holding up yesterday's newspaper, so you can tell that I'm not lying."
10884,s2,15,Leslie Knope,I feel like I'm in a spa.
10885,s2,15,Mark Brendanawicz,"So, I got my truck all cleaned out and ready to go for tomorrow."
10886,s2,15,Mark Brendanawicz,"Do you have, like, furniture pads and dollies?"
10887,s2,15,Mark Brendanawicz,That sort of thing?
10888,s2,15,Tom Haverford,"Ooh, I thought the mover supplied those."
10889,s2,15,Mark Brendanawicz,I'm not a mover!
10890,s2,15,Mark Brendanawicz,I'm a sap who owns a truck.
10891,s2,15,Tom Haverford,Don't talk about yourself like that.
10892,s2,15,Tom Haverford,And bring some coffee.
10893,s2,15,Leslie Knope,"Hey, are you moving out?"
10894,s2,15,Leslie Knope,Have you told Wendy how you feel yet?
10895,s2,15,Tom Haverford,Waiting for the right time.
10896,s2,15,Leslie Knope,It's right now.
10897,s2,15,Leslie Knope,The time is now.
10898,s2,15,Tom Haverford,Just don't worry about it.
10899,s2,15,Tom Haverford,I'm fine.
10900,s2,15,Leslie Knope,Hmm.
10901,s2,15,Tom Haverford,What's that over there?
10902,s2,15,Jerry Gergich,Mmm!
10903,s2,15,Donna Meagle,Holy cow.
10904,s2,15,Jerry Gergich,Wow.
10905,s2,15,Donna Meagle,That is good stuff.
10906,s2,15,Leslie Knope,"Great, right?"
10907,s2,15,April Ludgate,"Oh, my God."
10908,s2,15,April Ludgate,They're amazing.
10909,s2,15,Jerry Gergich,They're more than amazing.
10910,s2,15,Jerry Gergich,They are terrific.
10911,s2,15,April Ludgate,"Terrific's not more than amazing, Jerry."
10912,s2,15,Jerry Gergich,No?
10913,s2,15,Jerry Gergich,"Well, it's not less."
10914,s2,15,Donna Meagle,Everything Sweetums makes is off the charts.
10915,s2,15,Donna Meagle,I like their candy fingernails.
10916,s2,15,Tom Haverford,I can't believe these things are healthy.
10917,s2,15,Andy Dwyer,It's not that crazy.
10918,s2,15,Andy Dwyer,"Krackel bars, also healthy and delicious."
10919,s2,15,Donna Meagle,"No, they're not."
10920,s2,15,Andy Dwyer,Yeah.
10921,s2,15,Andy Dwyer,They actually have rice in them.
10922,s2,15,Andy Dwyer,Soâ¦
10923,s2,15,Donna Meagle,"Andy, you're fine, but you're simple."
10924,s2,15,Ann Perkins,Who just put 100 of these in their body?
10925,s2,15,Leslie Knope,Ann!
10926,s2,15,Leslie Knope,Oh!
10927,s2,15,Leslie Knope,Look at you!
10928,s2,15,Leslie Knope,You're looking pretty unhealthy today.
10929,s2,15,Leslie Knope,"You might need one of these, NutriYum, by Sweetums."
10930,s2,15,Leslie Knope,"If you can't beat them, Sweetums!"
10931,s2,15,Tom Haverford,I love that song.
10932,s2,15,Ann Perkins,Ow!
10933,s2,15,Tom Haverford,I need to go check my email.
10934,s2,15,Leslie Knope,We're gonna sell these in the park now.
10935,s2,15,Jerry Gergich,They're healthy!
10936,s2,15,Ann Perkins,Holy God.
10937,s2,15,Ann Perkins,"No, they're not, they're terrible for you."
10938,s2,15,Leslie Knope,"No, they're not."
10939,s2,15,Leslie Knope,There's a picture of Lance Armstrong on there.
10940,s2,15,Ann Perkins,"Yeah, but look at the ingredients."
10941,s2,15,Ann Perkins,"""High fructose corn syrup, corn syrup."""
10942,s2,15,Leslie Knope,There's only eight grams of fat.
10943,s2,15,Ann Perkins,Yeah.
10944,s2,15,Ann Perkins,Per serving.
10945,s2,15,Ann Perkins,A bar is four servings.
10946,s2,15,Leslie Knope,"Well, people seem to enjoy them."
10947,s2,15,Leslie Knope,Look how happy everybody is.
10948,s2,15,Ann Perkins,"Yeah, that's a sugar rush."
10949,s2,15,Leslie Knope,Yeah.
10950,s2,15,Ann Perkins,Yeah.
10951,s2,15,Leslie Knope,That makes sense.
10952,s2,15,Ann Perkins,"They're gonna crash soon, and it's not gonna be pretty."
10953,s2,15,Leslie Knope,"Yeah, I'm gonna crash soon, too."
10954,s2,15,Leslie Knope,"'Cause I've eaten, like, 40 of these."
10955,s2,15,Ann Perkins,"Oh, God!"
10956,s2,15,Ann Perkins,"Generally, I like to stay out of other people's business."
10957,s2,15,Ann Perkins,But Pawnee is the fourth most obese city in America.
10958,s2,15,Ann Perkins,The kids here are beefy.
10959,s2,15,Ann Perkins,"They're just husky, big boned, plus-sized chunk monsters."
10960,s2,15,Ann Perkins,I call them like I see them.
10961,s2,15,Ann Perkins,Leslie?
10962,s2,15,Leslie Knope,Yeah?
10963,s2,15,Ann Perkins,"Let's get some almonds in you, okay?"
10964,s2,15,Leslie Knope,Okay.
10965,s2,15,Ann Perkins,Get it.
10966,s2,15,Leslie Knope,I can't open them.
10967,s2,15,Leslie Knope,Back to work.
10968,s2,15,Leslie Knope,I hate it here.
10969,s2,15,Leslie Knope,This place is evil.
10970,s2,15,Ann Perkins,"I think these are the only two films that say ""Sweetums"" on the label."
10971,s2,15,Leslie Knope,"Yeah, well, let's take them both."
10972,s2,15,Leslie Knope,We might find something interesting.
10973,s2,15,Leslie Knope,"Here, just let me stick them under my shirt."
10974,s2,15,Ann Perkins,No.
10975,s2,15,Leslie Knope,Just walk out.
10976,s2,15,Ann Perkins,They have sensors!
10977,s2,15,Ann Perkins,Just check them out.
10978,s2,15,Ann Perkins,It's free.
10979,s2,15,Leslie Knope,"Hey, Marci."
10980,s2,15,Marci,Leslie.
10981,s2,15,Marci,Are they finally teaching you Parks people how to read?
10982,s2,15,Marci,"Oh, I guess not."
10983,s2,15,Marci,It's a movie.
10984,s2,15,Leslie Knope,You're pretty cocky for someone whose job is obsolete because of the Internet.
10985,s2,15,Marci,Let's see.
10986,s2,15,Marci,Hmm.
10987,s2,15,Marci,You seem to have a 40 dollars late fee on a book called Mysteries of the Female Orgasm.
10988,s2,15,Leslie Knope,"No, I don't."
10989,s2,15,Marci,"Yeah, you do."
10990,s2,15,Leslie Knope,"Ann, grab the movie!"
10991,s2,15,Leslie Knope,"Go, go, go, go!"
10992,s2,15,Leslie Knope,Punkass book jockeys!
10993,s2,15,Paul,"So, you guys all good with the Sweetums concession stand deal?"
10994,s2,15,Paul,I can go ahead and sign off on it?
10995,s2,15,Ron Swanson,You betcha.
10996,s2,15,Leslie Knope,"Actually, no."
10997,s2,15,Leslie Knope,No.
10998,s2,15,Leslie Knope,We are worried that the energy bars that they're gonna sell are grossly unhealthy and they're misleading people about what's actually in them.
10999,s2,15,Ron Swanson,"No, we're not worried about that."
11000,s2,15,Ron Swanson,We're fine and we sign off.
11001,s2,15,Leslie Knope,"Paul, can I have a sidebar with Ron?"
11002,s2,15,Paul,I guess.
11003,s2,15,Leslie Knope,"Sidebar, Ron."
11004,s2,15,Leslie Knope,"I did some research, and NutriYums are terrible for you."
11005,s2,15,Ron Swanson,I don't care.
11006,s2,15,Ron Swanson,We're doing it.
11007,s2,15,Leslie Knope,That's a-- We're in a sidebar.
11008,s2,15,Leslie Knope,Do you not care about your city's health?
11009,s2,15,Ron Swanson,I care about the people's right to consume whatever they want.
11010,s2,15,Leslie Knope,"Paul, can you and I have a sidebar?"
11011,s2,15,Paul,No.
11012,s2,15,Leslie Knope,Okay.
11013,s2,15,Leslie Knope,I think maybe we should hold a public forum.
11014,s2,15,Leslie Knope,That way we won't be liable.
11015,s2,15,Ron Swanson,There's no point.
11016,s2,15,Ron Swanson,It's a home run for the city.
11017,s2,15,Paul,"No, I think she's right."
11018,s2,15,Paul,"It's a good ""cover our ass"" move."
11019,s2,15,Paul,Let's do it.
11020,s2,15,Ron Swanson,Paul!
11021,s2,15,Ron Swanson,"Leslie, why must you stick your nose into everyone else's business?"
11022,s2,15,Leslie Knope,"Sidebar, Paul."
11023,s2,15,Leslie Knope,Ron's upset because I didn't let him drive last night.
11024,s2,15,Ron Swanson,Stop sidebarring.
11025,s2,15,Leslie Knope,Somebody's grouchy.
11026,s2,15,Mark Brendanawicz,You said it was just odds and ends.
11027,s2,15,Tom Haverford,"It is, yeah."
11028,s2,15,Tom Haverford,And some furniture.
11029,s2,15,Tom Haverford,And the plasma TV.
11030,s2,15,Mark Brendanawicz,You haven't even folded up the boxes yet.
11031,s2,15,Andy Dwyer,"Dude, Deep Blue Sea."
11032,s2,15,Andy Dwyer,Greatest movie ever made.
11033,s2,15,Tom Haverford,"That's the Canadian version, and there's a bonus audio track where LL Cool J raps all his dialog."
11034,s2,15,Andy Dwyer,What?
11035,s2,15,Andy Dwyer,We're watching this right now.
11036,s2,15,April Ludgate,Yes!
11037,s2,15,Tom Haverford,Pop it in!
11038,s2,15,Mark Brendanawicz,"No, no, no!"
11039,s2,15,Mark Brendanawicz,We should really pack this room up and get moving.
11040,s2,15,Tom Haverford,"So, this is a really big room I need packed up, guys."
11041,s2,15,Mark Brendanawicz,This is your bedroom?
11042,s2,15,Tom Haverford,"No, it's a spare room I converted into a walk-in closet/ home fitness center."
11043,s2,15,Mark Brendanawicz,What is that?
11044,s2,15,Tom Haverford,Oh.
11045,s2,15,Tom Haverford,I strapped an MP3 player to one of those floor cleaning robots.
11046,s2,15,Tom Haverford,"I call him ""DJ Roomba."""
11047,s2,15,Tom Haverford,Little guy cruises around and plays music.
11048,s2,15,Tom Haverford,"What's hot, DJ Roomba?"
11049,s2,15,Tom Haverford,"DJ Roomba, tearing it up!"
11050,s2,15,Andy Dwyer,He likes me.
11051,s2,15,Tom Haverford,"Let's dance for a little while, Mark."
11052,s2,15,Ann Perkins,What NutriYums energy bars are just absolutely loaded with high fructose corn syrup and fatty oils.
11053,s2,15,Ann Perkins,"And any way you slice it, they're just extremely unhealthy for you."
11054,s2,15,Ron Swanson,Leslie needs to butt out.
11055,s2,15,Ron Swanson,"The whole point of this country is, if you want to eat garbage, balloon up to 600 pounds and die of a heart attack at 43, you can."
11056,s2,15,Ron Swanson,You are free to do so.
11057,s2,15,Ron Swanson,"To me, that's beautiful."
11058,s2,15,Ann Perkins,Any questions?
11059,s2,15,Extra,"If sugar is so bad, how come Jesus made it taste so good?"
11060,s2,15,Ann Perkins,Yes?
11061,s2,15,Gretel,But isn't all food bad for you?
11062,s2,15,Gretel,I've been eating lasagna and muffins every day of my life for 40 years and I feel terrible.
11063,s2,15,Ann Perkins,Right.
11064,s2,15,Chance Frenlm,What's so bad about corn syrup?
11065,s2,15,Chance Frenlm,It's natural.
11066,s2,15,Chance Frenlm,Corn's a fruit.
11067,s2,15,Chance Frenlm,Syrup comes from a bush.
11068,s2,15,Ann Perkins,"Oh, boy."
11069,s2,15,Extra,How do we know you're really a nurse?
11070,s2,15,Ann Perkins,"I am, I promise."
11071,s2,15,Ann Perkins,I work at Saint Joe's.
11072,s2,15,Extra,"Well, the point is, my friend thinks you're cute."
11073,s2,15,Extra,Give me your number so he can have it.
11074,s2,15,Ann Perkins,"Yeah, that's not gonna happen."
11075,s2,15,Extra,Can I have your e mail address?
11076,s2,15,Ann Perkins,"Oh, my God."
11077,s2,15,Extra,I just got on AOL.
11078,s2,15,Ann Perkins,No!
11079,s2,15,Chance Frenlm,I think we ought to throw those bars out and eat ham and mayonnaise sandwiches.
11080,s2,15,Ann Perkins,That's not a good idea.
11081,s2,15,Chance Frenlm,Ham and mayonnaise!
11082,s2,15,Ann Perkins,That's not-- No.
11083,s2,15,Chance Frenlm,Ham and mayonnaise!
11084,s2,15,Ann Perkins,"No, no, no, no."
11085,s2,15,All,Ham and mayonnaise!
11086,s2,15,All,Ham and mayonnaise!
11087,s2,15,All,Ham and mayonnaise!
11088,s2,15,Ann Perkins,"Oh, God."
11089,s2,15,Ann Perkins,I can't believe you do this every week.
11090,s2,15,Leslie Knope,I'm actually encouraged.
11091,s2,15,Leslie Knope,The questions were more relevant than usual.
11092,s2,15,Tom Haverford,Yeah.
11093,s2,15,Tom Haverford,"I need to order the brown Timberlands in a size eight, narrow."
11094,s2,15,Tom Haverford,How much is the next day shipping?
11095,s2,15,Tom Haverford,"And, what's two day shipping?"
11096,s2,15,Tom Haverford,"Yeah, I'd like to place an order for one pad thai, chicken, and no scallions on it, please."
11097,s2,15,Tom Haverford,"Just for one person, yeah."
11098,s2,15,Tom Haverford,Just one.
11099,s2,15,Tom Haverford,"Yeah, I saw Mark carrying, like, three boxes."
11100,s2,15,Tom Haverford,That dude is strong.
11101,s2,15,Andy Dwyer,Whatever.
11102,s2,15,Andy Dwyer,I'll carry five boxes!
11103,s2,15,Tom Haverford,"Go get 'em, champ!"
11104,s2,15,Mark Brendanawicz,"Okay, Donna."
11105,s2,15,Mark Brendanawicz,Where do you want this?
11106,s2,15,Donna Meagle,Uh-uh.
11107,s2,15,Donna Meagle,That's it.
11108,s2,15,Donna Meagle,My baby has a delicate suspension.
11109,s2,15,Mark Brendanawicz,Are you kidding me?
11110,s2,15,Donna Meagle,"No, I'm not."
11111,s2,15,Donna Meagle,Move.
11112,s2,15,Tom Haverford,"Put it in your truck, Brendanawicz."
11113,s2,15,Tom Haverford,There's plenty of room.
11114,s2,15,Tom Haverford,Hey!
11115,s2,15,Tom Haverford,Ah!
11116,s2,15,Tom Haverford,My pocket squares!
11117,s2,15,Nick Newport Jr.,"Sorry, Shoelace."
11118,s2,15,Nick Newport Jr.,We don't make NutriYums for dogs.
11119,s2,15,Nick Newport Jr.,Yet.
11120,s2,15,Commercial,NutriYums.
11121,s2,15,Commercial,Where nutritious meets tasty.
11122,s2,15,Commercial,By Sweetums.
11123,s2,15,Randall,I guess that about says it all.
11124,s2,15,Leslie Knope,"You know, it doesn't, actually."
11125,s2,15,Leslie Knope,"I think we should watch another video right now, one that your company made 30 years ago."
11126,s2,15,Nick Newport,"I'm Nick Newport, president of Sweetums, giving you a look inside our corn syrup factory."
11127,s2,15,Nick Newport,"This is all new, high fructose corn syrup, a miracle product that's sweeter than sugar, but cheaper to produce!"
11128,s2,15,Nick Newport,"Cheap, delicious, sugary corn is currently being used by farms to fatten up their cows and pigs."
11129,s2,15,Nick Newport,Look how fat those cows are!
11130,s2,15,Nick Newport,"Fat, happy and docile, the way we like them."
11131,s2,15,Leslie Knope,"So, you still want to claim that corn syrup is healthy?"
11132,s2,15,Randall,"Corn syrup is natural, and it's fine in moderation."
11133,s2,15,Randall,But don't take my word for it.
11134,s2,15,Randall,"Ladies and gentlemen, Mr. Nick Newport, Jr.!"
11135,s2,15,Nick Newport Jr.,All right!
11136,s2,15,Nick Newport Jr.,What's going on?
11137,s2,15,Nick Newport Jr.,Yeah!
11138,s2,15,Nick Newport Jr.,How you doing?
11139,s2,15,Nick Newport Jr.,Yeah!
11140,s2,15,Nick Newport Jr.,Yeah!
11141,s2,15,Nick Newport Jr.,That's what I'm saying!
11142,s2,15,Nick Newport Jr.,"My kids, Denver and Dakota!"
11143,s2,15,Nick Newport Jr.,"Come on down, guys!"
11144,s2,15,Andy Dwyer,I just wanna get-- That's good hose water.
11145,s2,15,Andy Dwyer,Don't get my shoes.
11146,s2,15,Andy Dwyer,"Hey, what's up, guys?"
11147,s2,15,Andy Dwyer,"You come to help Tom move, too?"
11148,s2,15,Andy Dwyer,Too late!
11149,s2,15,Andy Dwyer,We already almost got all of it.
11150,s2,15,Derek,"No, we just thought it'd be funny to see April doing physical labor."
11151,s2,15,Andy Dwyer,It's been an awesome moving day.
11152,s2,15,Andy Dwyer,I got the little robot to play Dave Matthews.
11153,s2,15,Andy Dwyer,Little baby!
11154,s2,15,Ben,What's he talking about?
11155,s2,15,April Ludgate,DJ Roomba.
11156,s2,15,Ben,What?
11157,s2,15,Andy Dwyer,All right.
11158,s2,15,Andy Dwyer,Back to the grindstone.
11159,s2,15,Andy Dwyer,"Awesome seeing you, dudes."
11160,s2,15,Ben,See you.
11161,s2,15,Derek,"Later, bro."
11162,s2,15,Derek,Hi.
11163,s2,15,April Ludgate,Hi.
11164,s2,15,Wendy,"God, this is so weird."
11165,s2,15,Wendy,"It's, like, end of an era, huh? It's kind of sad."
11166,s2,15,Tom Haverford,"Yeah, we'll still be friends."
11167,s2,15,Wendy,Yeah.
11168,s2,15,Wendy,"Well, hey, you guys must be starving."
11169,s2,15,Wendy,You want me to order you pizza or something?
11170,s2,15,Tom Haverford,"Oh, that'd be great, yeah."
11171,s2,15,Wendy,Okay.
11172,s2,15,Tom Haverford,"Why don't you get some Canadian bacon on it, since you're from Canada."
11173,s2,15,Wendy,Mmm-hmm.
11174,s2,15,Tom Haverford,"And sausage, 'cause I am brown and spicy."
11175,s2,15,Wendy,"Okay, all right."
11176,s2,15,Wendy,"Well, I will see you around, I guess."
11177,s2,15,Tom Haverford,Yeah.
11178,s2,15,Wendy,Right?
11179,s2,15,Tom Haverford,I'm around.
11180,s2,15,Wendy,I'll see you around.
11181,s2,15,Tom Haverford,Bye.
11182,s2,15,Wendy,Bye.
11183,s2,15,Leslie Knope,Wow.
11184,s2,15,Leslie Knope,"Mr. Newport, Jr., thank you so much for coming."
11185,s2,15,Leslie Knope,"But don't you think that every person has a right to know what they're putting in their bodies? Right, everybody?"
11186,s2,15,Extra,Is Shoelace here? Where's Shoelace?
11187,s2,15,Nick Newport Jr.,Shoelace couldn't make it.
11188,s2,15,All,Aw!
11189,s2,15,Nick Newport Jr.,But I do agree with this nice lady.
11190,s2,15,Nick Newport Jr.,That's why I say we should let the people be the judge.
11191,s2,15,Nick Newport Jr.,Denver?
11192,s2,15,Denver,Everybody! Check under your seats!
11193,s2,15,Extra,"Look, look! I got chocolate!"
11194,s2,15,Leslie Knope,"Denver, you little son of a bitch."
11195,s2,15,Jerry Gergich,Mmm.
11196,s2,15,Jerry Gergich,There's no pizza left?
11197,s2,15,Tom Haverford,"Sorry, Jer."
11198,s2,15,Tom Haverford,Too slow.
11199,s2,15,Andy Dwyer,"Do you want my crusts? Here, take this."
11200,s2,15,Jerry Gergich,Nobody even told me the pizza was here.
11201,s2,15,Tom Haverford,Jerry! You stepped on DJ Roomba!
11202,s2,15,Jerry Gergich,That was an accident.
11203,s2,15,Tom Haverford,You killed him! I built him myself.
11204,s2,15,Tom Haverford,He was like a son to me.
11205,s2,15,Ron Swanson,Okay.
11206,s2,15,Ron Swanson,Time to vote.
11207,s2,15,Ron Swanson,"All those who would like the bloated corpse of the government to keep running the snack bars at taxpayer expense, raise your hands."
11208,s2,15,Leslie Knope,That seems like an unfair phrasing.
11209,s2,15,Leslie Knope,"And all those in favor of letting this heartless corporation, Sweetums, stuff your children with sugary crap, raise your hand."
11210,s2,15,Ron Swanson,"Thank you, everybody."
11211,s2,15,Ann Perkins,I can't believe this.
11212,s2,15,Leslie Knope,You know what? We did our job.
11213,s2,15,Leslie Knope,We informed the public.
11214,s2,15,Leslie Knope,That's all we can do.
11215,s2,15,Landlord,"I'm sorry, man."
11216,s2,15,Landlord,There's nothing we can do.
11217,s2,15,Tom Haverford,Are you serious?
11218,s2,15,Landlord,"Look, we'll get it fixed and I'll see you Monday."
11219,s2,15,Tom Haverford,I just got off the phone with my new landlord.
11220,s2,15,Tom Haverford,"Apparently, there's been some sort of gas leak and I can't move into my place until Monday now."
11221,s2,15,Mark Brendanawicz,Are you telling us we have to unload this and move it back in the house?
11222,s2,15,Tom Haverford,"No, I can't put it there."
11223,s2,15,Tom Haverford,I promised Wendy I'd be out of here tonight.
11224,s2,15,Tom Haverford,I got it.
11225,s2,15,Tom Haverford,"Everybody go home, pack away my stuff in your own houses."
11226,s2,15,Tom Haverford,"Then on Monday, pack it back up, meet me at my new place, unload it there."
11227,s2,15,Tom Haverford,"Come on, guys."
11228,s2,15,Mark Brendanawicz,"See you, Tom."
11229,s2,15,Donna Meagle,Bye.
11230,s2,15,Jerry Gergich,Later.
11231,s2,15,Derek,"Hey, bro, wanna go get our grub on?"
11232,s2,15,Ben,"Totes, bro."
11233,s2,15,Ben,Wings and brews!
11234,s2,15,April Ludgate,Why are you guys talking like that?
11235,s2,15,Derek,"Just chillaxin' like your new bro, Andy."
11236,s2,15,Ben,Yeah.
11237,s2,15,Ben,"Wanna play some Hacky Sack later, maybe listen to Blues Traveler?"
11238,s2,15,April Ludgate,Okay.
11239,s2,15,April Ludgate,I'm leaving.
11240,s2,15,Derek,We're just kidding.
11241,s2,15,Derek,Let's go to dinner.
11242,s2,15,April Ludgate,I'm not hungry.
11243,s2,15,April Ludgate,And you guys aren't being funny.
11244,s2,15,Derek,Why are you being weird? We make fun of people like that.
11245,s2,15,Derek,That's what we do.
11246,s2,15,April Ludgate,"You know, for a gay couple, you guys are being really gay."
11247,s2,15,Nick Newport Jr.,"I said, ""Of course I remember you. You're Chastity, right?"""
11248,s2,15,Ron Swanson,"Leslie! Even though I didn't invite you, you came here anyway."
11249,s2,15,Ron Swanson,"I respect that, because you made a choice as a free American."
11250,s2,15,Ann Perkins,What are you eating?
11251,s2,15,Ron Swanson,"I call this ""turf and turf."""
11252,s2,15,Ron Swanson,It's a 16-ounce T-bone and a 24-ounce porterhouse.
11253,s2,15,Ron Swanson,"Also, whiskey and a cigar."
11254,s2,15,Ron Swanson,I'm gonna consume all of this at the same time because I am a free American.
11255,s2,15,Waiter,"No cigars inside, sir."
11256,s2,15,Ron Swanson,Fine.
11257,s2,15,Ron Swanson,I will smoke the entire thing outside.
11258,s2,15,Ron Swanson,"Even though it is bad for me, I am going to do it."
11259,s2,15,Ann Perkins,Why is he being such an ass?
11260,s2,15,Leslie Knope,It's a long story.
11261,s2,15,Ron Swanson,"It's freezing outside, so I will not be smoking this cigar."
11262,s2,15,Ron Swanson,"But rest assured, I could if I wanted to, because this--"
11263,s2,15,Leslie Knope,"This is America, right? Is it?"
11264,s2,15,Leslie Knope,"May I speak with you, please? Look, I don't know if you're being a jerk on purpose just to prove you have the right to be a jerk, but either way, you're being a jerk."
11265,s2,15,Leslie Knope,"So, here."
11266,s2,15,Leslie Knope,Take the booze chart.
11267,s2,15,Ron Swanson,Are you kidding me?
11268,s2,15,Leslie Knope,No.
11269,s2,15,Leslie Knope,"If you're gonna drink, you should use it, okay? I'm gonna head out."
11270,s2,15,Leslie Knope,"By the way, maybe it's none of my business, but if you eat three pounds of steak every day, you're gonna die, and although I've already written your eulogy, and it's incredibly touching, I would prefer not to give it for a while."
11271,s2,15,Leslie Knope,"The first line, by the way? ""O Captain! My Captain! Ron Swanson, a swan song."""
11272,s2,15,Leslie Knope,"Yeah, and it gets better from there."
11273,s2,15,Andy Dwyer,April! April! You wanna watch me rollerblade in the parking lot after work? I'm pretty awesome.
11274,s2,15,Andy Dwyer,I used to be really good.
11275,s2,15,Andy Dwyer,"That was, like, 70 pounds ago."
11276,s2,15,April Ludgate,I can't.
11277,s2,15,April Ludgate,I'm kind of busy.
11278,s2,15,Andy Dwyer,"Oh, that's lame."
11279,s2,15,Andy Dwyer,Tomorrow?
11280,s2,15,April Ludgate,Maybe.
11281,s2,15,April Ludgate,I don't know.
11282,s2,15,Andy Dwyer,Okay.
11283,s2,15,Andy Dwyer,Bye.
11284,s2,15,Andy Dwyer,Just kidding! I don't fall!
11285,s2,15,Ron Swanson,What are you eating?
11286,s2,15,Leslie Knope,I didn't have time to have breakfast.
11287,s2,15,Ron Swanson,I'm gonna toss these in the dumpster outside.
11288,s2,15,Ron Swanson,And I don't wanna see you digging around in there later.
11289,s2,15,Ron Swanson,I am sorry.
11290,s2,15,Ron Swanson,I have been a horse's ass.
11291,s2,15,Ron Swanson,And that is the end of what I have to say.
11292,s2,15,Leslie Knope,Apology accepted.
11293,s2,15,Leslie Knope,Put a coat on.
11294,s2,15,Leslie Knope,It's freezing outside.
11295,s2,15,Tom Haverford,Jerry! Jerry! This is the ghost of DJ Roomba.
11296,s2,15,Tom Haverford,"Why did you kill me? I'm gonna haunt you, Jerry."
11297,s2,15,Tom Haverford,I'm gonna follow you and play the Black Eyed Peas on a non-stop loop!
11298,s2,16,Leslie Knope,"If you look inside your bags, you will find a few things."
11299,s2,16,Leslie Knope,A bouquet of handcrocheted flower pensâ¦
11300,s2,16,All,Oh!
11301,s2,16,Leslie Knope,"A mosaic portrait of each of you made from the crushed bottles of your favorite diet soda, and a personalized 5000 word essay of why you are all so awesome."
11302,s2,16,Leslie Knope,What's Galentine's Day?
11303,s2,16,Leslie Knope,"Oh, it's only the best day of the year."
11304,s2,16,Leslie Knope,"Every February 13th, my lady friends and I leave our husbands and our boyfriends at home and we just come and kick it breakfast style."
11305,s2,16,Leslie Knope,Ladies celebrating ladies.
11306,s2,16,Leslie Knope,It's like Lilith Fair minus the angst.
11307,s2,16,Leslie Knope,Plus frittatas.
11308,s2,16,Leslie Knope,"So to conclude our Galentine's Day breakfast, it is time for the greatest story ever told."
11309,s2,16,Ann Perkins,What's the story?
11310,s2,16,Ann Perkins,It's the most romantic story ever.
11311,s2,16,Ann Perkins,It makes The Notebook look like Saw V.
11312,s2,16,Leslie Knope,"Go, Mom, go."
11313,s2,16,Marlene Griggs-Knope,It was 1968.
11314,s2,16,Marlene Griggs-Knope,I was 18 and our family went on a vacation to Bermuda.
11315,s2,16,Marlene Griggs-Knope,"And on the first day, I went for a swim in the ocean."
11316,s2,16,Marlene Griggs-Knope,And I got caught in a very strong current.
11317,s2,16,Ann Perkins,"You've heard this story before, right?"
11318,s2,16,Leslie Knope,"Yes, but the drama."
